type	locus	start	end	orientation	annot
CDS	STM3412	3581965	3582390	11	mediates expression of the zinc export protein ZntAin response to high levels of zinc; member of MerR familyzinc-responsive transcriptional regulator
RBS	STM3413	3582396	3582401	11	
CDS	STM3413	3582401	3582769	11	cytoplasmic protein
RBS	STM3414	3582776	3582781	11	
CDS	STM3414	3582877	3583260	11	is a component of the macrolide binding site in thepeptidyl transferase center50S ribosomal protein L17
RBS	STM3415	3583267	3583272	11	
CDS	STM3415	3583301	3584290	11	catalyzes the transcription of DNA into RNA usingthe four ribonucleoside triphosphates as substrates.DNA-directed RNA polymerase subunit alpha
RBS	STM3416	3584294	3584299	11	
CDS	STM3416	3584316	3584936	11	primary rRNA binding protein; nucleates 30Sassembly; involved in translational accuracy with proteins30S ribosomal protein S4
RBS	STM3417	3584944	3584949	11	
CDS	STM3417	3584970	3585359	11	located on the platform of the 30S subunit, itbridges several disparate RNA helices of the 16S rRNA;30S ribosomal protein S11
RBS	STM3418	3585370	3585375	11	
CDS	STM3418	3585376	3585732	11	located at the top of the head of the 30S subunit,it contacts several helices of the 16S rRNA; makes contact30S ribosomal protein S13
RBS	STM3419	3585739	3585744	11	
CDS	STM3419	3585879	3585995	11	smallest protein in the large subunit; similar towhat is found with protein L31 and L33 several bacterial50S ribosomal protein L36
RBS	STM3420	3586003	3586008	11	
CDS	STM3420	3586027	3587358	11	forms heterotrimeric complex in the membrane; inbacteria the complex consists of SecY which forms thepreprotein translocase subunit SecY
gene	STM3421	3587366	3587800	11	
CDS	STM3421	3587366	3587800	11	late assembly protein50S ribosomal protein L15
RBS	STM3421	3587369	3587374	11	
gene	STM3422	3587804	3587983	11	
CDS	STM3422	3587804	3587983	11	L30 binds domain II of the 23S rRNA and the 5SrRNA; similar to eukaryotic protein L750S ribosomal protein L30
RBS	STM3422	3587807	3587812	11	
gene	STM3423	3587987	3588490	11	
CDS	STM3423	3587987	3588490	11	located at the back of the 30S subunit body whereit stabilizes the conformation of the head with respect to30S ribosomal protein S5
RBS	STM3423	3587993	3587998	11	
RBS	STM3424	3588495	3588500	11	
CDS	STM3424	3588505	3588858	11	binds 5S rRNA along with protein L5 and L2550S ribosomal protein L18
RBS	STM3425	3588864	3588869	11	
CDS	STM3425	3588868	3589401	11	ribosomal protein L6 appears to have arisen as aresult of an ancient gene duplication as based on50S ribosomal protein L6
RBS	STM3426	3589405	3589410	11	
CDS	STM3426	3589414	3589806	11	binds directly to 16S rRNA central domain where ithelps coordinate assembly of the platform of the 30S30S ribosomal protein S8
RBS	STM3427	3589817	3589822	11	
CDS	STM3427	3589840	3590145	11	located in the peptidyl transferase center andinvolved in assembly of 30S ribosome subunit; similar to30S ribosomal protein S14
RBS	STM3428	3590156	3590161	11	
CDS	STM3428	3590160	3590699	11	part of 50S and 5S/L5/L18/L25 subcomplex; contacts5S rRNA and P site tRNA; forms a bridge to the 30S subunit50S ribosomal protein L5
RBS	STM3429	3590707	3590712	11	
CDS	STM3429	3590714	3591028	11	assembly initiator protein; binds to 5' end of 23SrRNA and nucleates assembly of the 50S; surrounds50S ribosomal protein L24
RBS	STM3430	3591035	3591040	11	
CDS	STM3430	3591039	3591410	11	binds to the 23S rRNA between the centers forpeptidyl transferase and GTPase50S ribosomal protein L14
RBS	STM3431	3591418	3591423	11	
CDS	STM3431	3591574	3591828	11	primary binding protein; helps mediate assembly;involved in translation fidelity30S ribosomal protein S17
gene	STM3432	3591828	3592019	11	
CDS	STM3432	3591828	3592019	11	one of the stabilizing components for the largeribosomal subunit50S ribosomal protein L29
RBS	STM3432	3591837	3591842	11	
gene	STM3433	3592019	3592429	11	
CDS	STM3433	3592019	3592429	11	located in the peptidyl transferase center and maybe involved in peptidyl transferase activity; similar to50S ribosomal protein L16
RBS	STM3433	3592025	3592030	11	
RBS	STM3434	3592438	3592443	11	
CDS	STM3434	3592442	3593143	11	forms a complex with S10 and S14; binds the lowerpart of the 30S subunit head and the mRNA in the complete30S ribosomal protein S3
RBS	STM3435	3593151	3593156	11	
CDS	STM3435	3593161	3593493	11	binds specifically to 23S rRNA during the earlystages of 50S assembly; makes contact with all 6 domains50S ribosomal protein L22
RBS	STM3436	3593497	3593502	11	
CDS	STM3436	3593508	3593786	11	protein S19 forms a complex with S13 that bindsstrongly to the 16S ribosomal RNA30S ribosomal protein S19
RBS	STM3437	3593792	3593797	11	
CDS	STM3437	3593803	3594624	11	one of the primary rRNA-binding proteins; requiredfor association of the 30S and 50S subunits to form the50S ribosomal protein L2
RBS	STM3438	3594632	3594637	11	
CDS	STM3438	3594642	3594944	11	binds third domain of 23S rRNA and protein L29;part of exit tunnel50S ribosomal protein L23
gene	STM3439	3594941	3595546	11	
CDS	STM3439	3594941	3595546	11	L4 is important during the early stages of 50Sassembly; it initially binds near the 5' end of the 23S50S ribosomal protein L4
RBS	STM3439	3594953	3594958	11	
RBS	STM3440	3595553	3595558	11	
CDS	STM3440	3595557	3596186	11	binds directly near the 3' end of the 23S rRNA,where it nucleates assembly of the 50S subunit; essential50S ribosomal protein L3
RBS	STM3441	3596193	3596198	11	
CDS	STM3441	3596219	3596530	11	NusE; involved in assembly of the 30S subunit; inthe ribosome, this protein is involved in the binding of30S ribosomal protein S10
RBS		3596541	3596546	11	
gene	STM3442	3596910	3597377	0	
CDS	STM3442	3596910	3597377	0	leader peptidase HopD
gene	STM3443	3597374	3597850	11	
CDS	STM3443	3597374	3597850	11	iron storage proteinbacterioferritin
RBS	STM3444	3597861	3597866	11	
CDS	STM3444	3597923	3598117	11	regulatory or redox component complexing with Bfrin iron storage and mobility (SW:BFD_SALTY)bacterioferritin-associated ferredoxin
RBS	STM3445	3598124	3598129	11	
CDS	STM3445	3598302	3599486	11	EF-Tu; promotes GTP-dependent binding ofaminoacyl-tRNA to the A-site of ribosomes during proteinelongation factor Tu
RBS	STM3446	3599488	3599493	11	
CDS	STM3446	3599558	3601672	11	EF-G; promotes GTP-dependent translocation of theribosome during translation; many organisms have multipleelongation factor G
RBS	STM3447	3601677	3601682	11	
CDS	STM3447	3601769	3602239	11	binds directly to 16S rRNA where it nucleatesassembly of the head domain of the 30S subunit30S ribosomal protein S7
RBS	STM3448	3602247	3602252	11	
CDS	STM3448	3602335	3602709	11	interacts with and stabilizes bases of the 16S rRNAthat are involved in tRNA selection in the A site and with30S ribosomal protein S12
RBS	STM3449	3602717	3602722	11	
CDS	STM3449	3602835	3603122	11	in Escherichai coli the heterohexameric TusBCDcomplex is involved in sulfur related that results intRNA 2-thiouridine synthesizing protein TusB
RBS	STM3450	3603126	3603131	11	
CDS	STM3450	3603130	3603486	11	in Escherichai coli the heterohexameric TusBCDcomplex is involved in sulfur related that results intRNA 2-thiouridine synthesizing protein TusC
gene	STM3451	3603486	3603872	11	
CDS	STM3451	3603486	3603872	11	in Escherichai coli the heterohexameric TusBCDcomplex is involved in sulfur related that results intRNA 2-thiouridine synthesizing protein TusD
RBS	STM3451	3603495	3603500	11	
gene	STM3452	3603872	3604594	11	
CDS	STM3452	3603872	3604594	11	regulatory protein
RBS	STM3452	3603878	3603883	11	
RBS	STM3453	3604606	3604611	11	
CDS	STM3453	3604871	3605689	11	rotamaseFKBP-type peptidyl-prolyl cis-trans isomerase
RBS		3605696	3605701	11	
gene	STM3454	3605909	3606127	0	
CDS	STM3454	3605909	3606127	0	hypothetical protein
gene	STM3455	3606315	3606905	11	
CDS	STM3455	3606315	3606905	11	rotamaseFKBP-type peptidyl-prolyl cis-trans isomerase
RBS	STM3456	3606911	3606916	11	
CDS	STM3456	3607000	3607200	11	cytoplasmic protein
RBS	STM3457	3607200	3607205	11	
CDS	STM3457	3607211	3609016	11	involved in potassium effluxglutathione-regulated potassium-efflux systemprotein KefB
gene	STM3458	3609016	3609567	11	
CDS	STM3458	3609016	3609567	11	required for KefB activityglutathione-regulated potassium-efflux systemancillary protein KefG
RBS	STM3458	3609021	3609026	11	
RBS		3609573	3609578	11	
gene	STM3459	3609833	3611740	0	
CDS	STM3459	3609833	3611740	0	ABC transporter ATP-binding protein
gene	STM3460	3611808	3612043	11	pseudogene; in-frame stop following codon 15
gene	STM3461	3612126	3612437	11	
CDS	STM3461	3612126	3612437	11	cytoplasmic protein
RBS	STM3462	3612443	3612448	11	
CDS	STM3462	3612635	3613702	0	alpha/beta-hydrolase foldhydrolase
gene	STM3463	3613710	3613916	0	
CDS	STM3463	3613710	3613916	0	hypothetical protein
RBS	STM3464	3613957	3613962	0	
CDS	STM3464	3613968	3614837	0	phosphoribulokinase
gene	STM3465	3614933	3615337	11	
CDS	STM3465	3614933	3615337	11	inner membrane protein
RBS		3615347	3615352	11	
protein_bind		3615422	3615435	0	
-35_signal		3615452	3615460	0	
-10_signal		3615481	3615489	11	
protein_bind		3615502	3615522	11	
protein_bind		3615506	3615526	0	
RBS	STM3466	3615631	3615636	0	
CDS	STM3466	3615645	3616277	0	complexes with cyclic AMP and binds to specific DNAsites near the promoter to regulate the transcription ofcAMP-activated global transcriptional regulator
gene	STM3467	3616326	3618413	0	
CDS	STM3467	3616326	3618413	0	inner membrane protein
gene	STM3468	3618456	3619673	11	
CDS	STM3468	3618456	3619673	11	DapATase; bifunctional enzyme that functions inarginine and lysine biosynthetic pathways; catalyzes thebifunctionalN-succinyldiaminopimelate-aminotransferase/acetylornithine
RBS		3619679	3619684	11	
-35_signal	STM3469	3619735	3619743	11	
CDS	STM3469	3619759	3620322	11	aminodeoxychorismate synthase subunit PabA; withPabB catalyzes the formation of 4-amino-4-deoxychorismateminodeoxychorismate synthase component II
RBS	STM3470	3620328	3620333	11	
CDS	STM3470	3620354	3620956	11	cell filamentation protein Fic (SW:FIC_SALTY);stationary phase induced gene; affects cell divisionadenosine monophosphate-protein transferase Fic
gene	STM3471	3620946	3621113	11	
CDS	STM3471	3620946	3621113	11	hypothetical 6.8 kDa protein in fic-ppiA intergenicregion (SW:YHFG_SALTY)hypothetical protein
RBS	STM3471	3620959	3620964	11	
RBS	STM3472	3621120	3621125	11	
CDS	STM3472	3621222	3621794	11	peptidyl-prolyl cis-trans isomerase A(SW:PPIA_SALTY); rotamase Apeptidyl-prolyl cis-trans isomerase A
RBS		3621800	3621805	11	
-35_signal		3621859	3621867	11	
protein_bind		3621982	3622002	11	
RBS	STM3473	3622061	3622066	0	
CDS	STM3473	3622071	3623252	0	transporter
-35_signal		3623317	3623325	0	
protein_bind		3623390	3623412	0	
protein_bind		3623414	3623434	0	
protein_bind		3623442	3623464	0	
RBS	STM3474	3623506	3623511	0	
CDS	STM3474	3623515	3626058	0	nitrite reductase large subunit
RBS	STM3474	3626044	3626049	0	
gene	STM3475	3626055	3626381	0	
CDS	STM3475	3626055	3626381	0	involved in reducing nitrite to ammonium todetoxify nitrite accumulation in anaerobicnitrite reductase small subunit
RBS	STM3476	3626641	3626646	0	
CDS	STM3476	3626647	3627456	0	member of the FNT family of formate and nitritetransportersnitrite transporter NirC
RBS	STM3477	3627455	3627460	0	
CDS	STM3477	3627468	3628841	0	multifunction enzyme consisting of uroporphyrin-IIIC-methyltransferase, precorrin-2 dehydrogenase andsiroheme synthase
RBS	STM3478	3629147	3629152	0	
CDS	STM3478	3629167	3635028	0	surface-exposed virulence protein BigA
mobile_element		3635053	3635761	0	insertion sequence:IS200_5
gene	STM3479	3635160	3635618	11	
CDS	STM3479	3635160	3635618	11	transposase for insertion sequence element is200(SW:T200_SALTY)insertion sequence element IS200 transposase
RBS		3635619	3635624	11	
gene	STM3480	3635932	3636102	0	
CDS	STM3480	3635932	3636102	0	outer membrane lipoprotein
gene	STM3481	3636247	3637251	11	
CDS	STM3481	3636247	3637251	11	catalyzes a two-step reaction, first charging atryptophan molecule by linking its carboxyl group to thetryptophan--tRNA ligase
gene	STM3482	3637244	3638002	11	
CDS	STM3482	3637244	3638002	11	catalyzes the dephosphorylation of2-phosphoglycolate to form glycolate and phosphatephosphoglycolate phosphatase
RBS	STM3482	3637259	3637264	11	
gene	STM3483	3637995	3638672	11	
CDS	STM3483	3637995	3638672	11	catalyzes the interconversion of D-ribulose5-phosphate to xylulose 5-phosphateribulose-phosphate 3-epimerase
RBS	STM3483	3638007	3638012	11	
RBS	STM3484	3638679	3638684	11	
CDS	STM3484	3638690	3639526	11	DNA adenine methylase (SW:DMA_SALTY)DNA adenine methylase
gene	STM3485	3639707	3640984	11	
CDS	STM3485	3639707	3640984	11	membrane protein
RBS	STM3486	3640991	3640996	11	
CDS	STM3486	3641082	3642170	11	catalyzes the formation of 3-dehydroquinate from3-deoxy-arabino-heptulonate 7-phosphate; functions in3-dehydroquinate synthase
RBS	STM3487	3642182	3642187	11	
CDS	STM3487	3642227	3642748	11	type I enzyme similar to type II but differentiallyregulated; major shikimate kinase in fully repressedshikimate kinase I
gene	STM3488	3643213	3644451	11	
CDS	STM3488	3643213	3644451	11	outer membrane porin probably involved in uptake ofextracellular double-stranded DNA; similar to outertransporter
gene	STM3489	3644366	3644767	11	
CDS	STM3489	3644366	3644767	11	inner membrane protein
RBS	STM3489	3644459	3644464	11	
gene	STM3490	3644757	3645230	11	
CDS	STM3490	3644757	3645230	11	inner membrane protein
RBS	STM3490	3644778	3644783	11	
gene	STM3491	3645214	3645753	11	
CDS	STM3491	3645214	3645753	11	inner membrane protein
RBS	STM3491	3645239	3645244	11	
gene	STM3492	3645753	3646532	11	
CDS	STM3492	3645753	3646532	11	periplasmic protein
RBS	STM3492	3645765	3645770	11	
RBS	STM3493	3646543	3646548	11	
CDS	STM3493	3646653	3649205	0	bifunctional murein transglycosylase/mureintranspeptidase; penicillin-binding protein 1A; involved inbifunctional murein transglycosylase/mureintranspeptidase
gene	STM3494	3649301	3649864	11	
CDS	STM3494	3649301	3649864	11	ADP-sugar pyrophosphatase; catalyzes the formationof D-ribose 5-phosphate from ADP-ribose; can also act onADP-ribose diphosphatase NudE
RBS		3649907	3649912	11	
gene	STM3495	3650187	3652319	0	
CDS	STM3495	3650187	3652319	0	intracellular growth attenuator protein IgaA
RBS	STM3496	3652372	3652377	0	
CDS	STM3496	3652384	3653052	0	hydrolase
RBS	STM3497	3653052	3653057	0	
CDS	STM3497	3653063	3653464	0	predicted small RNA-binding proteinribosome-associated heat shock protein Hsp15
gene	STM3498	3653489	3654367	0	
CDS	STM3498	3653489	3654367	0	becomes active under oxidative stress; fourconserved cysteines bind a zinc atom when they are in theHsp33-like chaperonin
gene	STM3499	3654477	3656186	11	
CDS	STM3499	3654477	3656186	11	inner membrane protein
RBS		3656193	3656198	11	
-10_signal		3656536	3656544	0	
gene	STM3500	3656566	3658182	0	
CDS	STM3500	3656566	3658182	0	PEP carboxykinase; PEP carboxylase; PEPCK;catalyzes the phosphorylation and decarboxylation ofphosphoenolpyruvate carboxykinase
gene	STM3501	3658257	3659609	11	
CDS	STM3501	3658257	3659609	11	membrane-localized osmosensor; histidine kinase; inhigh osmolarity EnvZ autophosphorylates itself andosmolarity sensor protein EnvZ
gene	STM3502	3659606	3660325	11	
CDS	STM3502	3659606	3660325	11	part of two-component system EnvZ/OmpR; regulatestranscription of outer membrane porin genes ompC/F; underosmolarity response regulator OmpR
RBS	STM3502	3659621	3659626	11	
RBS		3660335	3660340	11	
-35_signal		3660449	3660457	11	
gene	STM3503	3660551	3661024	0	
CDS	STM3503	3660551	3661024	0	necessary for efficient RNA polymerasetranscription elongation past template-encoded arrestingtranscription elongation factor GreB
RBS	STM3504	3661109	3661114	0	
CDS	STM3504	3661123	3663453	0	RNase R
RBS	STM3505	3663882	3663887	0	
CDS	STM3505	3663890	3664117	0	ferrous iron transport protein A
gene	STM3506	3664136	3666454	0	
CDS	STM3506	3664136	3666454	0	cytoplasmic membrane ferrous uptake systempermease; mutations disrupt the ability of Escherichiaferrous iron transport protein B
RBS	STM3507	3666453	3666458	0	
CDS	STM3507	3666467	3666703	0	ferrous iron transport protein C
RBS	STM3508	3666928	3666933	0	
CDS	STM3508	3666938	3667852	0	cytoplasmic protein
gene	STM3509	3667888	3668658	11	
CDS	STM3509	3667888	3668658	11	Shows carboxylesterase activity with a preferencefor short chain fatty acid esters; involved inpimeloyl-ACP methyl ester esterase
RBS		3668667	3668672	11	
gene	STM3510	3668696	3669379	0	
CDS	STM3510	3668696	3669379	0	hypothetical protein
RBS	STM3511	3669426	3669431	0	
CDS	STM3511	3669438	3670013	0	Fe/S biogenesis protein NfuA
protein_bind		3670157	3670174	0	
-35_signal		3670214	3670222	0	
RBS	STM3512	3670380	3670385	0	
CDS	STM3512	3670390	3671706	0	high-affinity gluconate permease
gene	STM3513	3671825	3673903	11	
CDS	STM3513	3671825	3673903	11	amylomaltase; acts to release glucose frommaltodextrins4-alpha-glucanotransferase
RBS	STM3514	3673909	3673914	11	
CDS	STM3514	3673913	3676306	11	maltodextrin phosphorylase
RBS		3676316	3676321	11	
-10_signal		3676368	3676376	11	
protein_bind		3676391	3676416	11	
-35_signal		3676736	3676744	0	
-10_signal		3676763	3676771	0	
gene	STM3515	3676900	3679605	0	
CDS	STM3515	3676900	3679605	0	Positively regulates the transcription of themaltose regulon whose gene products are responsible forHTH-type transcriptional regulator MalT
gene	STM3516	3679693	3679968	11	
CDS	STM3516	3679693	3679968	11	cytoplasmic protein
gene	STM3517	3679971	3680231	11	
CDS	STM3517	3679971	3680231	11	DNA-damage-inducibile protein
RBS	STM3517	3679976	3679981	11	
RBS	STM3518	3680240	3680245	11	
CDS	STM3518	3680340	3681359	11	catalyzes the conversion of terminal3'-phosphate ofRNA to the 2',3'-cyclicphosphodiesterRNA 3'-terminal-phosphate cyclase
gene	STM3519	3681363	3682580	11	
CDS	STM3519	3681363	3682580	11	RNA-splicing ligase RtcB
RBS	STM3519	3681365	3681370	11	
RBS	STM3520	3682584	3682589	11	pseudogene; tRNA
gene	STM3519	3682928	3683116	11	
gene	STM3521	3683125	3684678	11	
CDS	STM3521	3683125	3684678	11	ribonucleoprotein related-protein
RBS		3684678	3684683	11	
gene	STM3522	3684868	3686451	0	
CDS	STM3522	3684868	3686451	0	rtcBA sigma 54-dependent regulator
gene	STM3523	3686448	3687206	11	
CDS	STM3523	3686448	3687206	11	represses the glpD, glpFK, glpTQ, and glpACBoperons involved in glycerol-3-phosphate metabolismDNA-binding transcriptional repressor GlpR
RBS	STM3524	3687213	3687218	11	
CDS	STM3524	3687300	3688130	11	protease responsible for the cleavage between Serand Asp residues of proteins in regions of high localrhomboid protease GlpG
gene	STM3525	3688206	3688532	11	
CDS	STM3525	3688206	3688532	11	belongs to rhodanese family; thiosulfatethiotransferase; in Escherichia coli this enzyme catalyzesthiosulfate sulfurtransferase GlpE
protein_bind		3688616	3688636	0	
-35_signal		3688650	3688658	0	
protein_bind		3688680	3688700	0	
protein_bind		3688690	3688710	0	
RBS	STM3526	3688722	3688727	0	
CDS	STM3526	3688731	3690239	0	in Escherichia coli this homodimeric enzyme isexpressed under aerobic conditions; anaerobic expressionglycerol-3-phosphate dehydrogenase
gene	STM3527	3690286	3690831	11	
CDS	STM3527	3690286	3690831	11	inner membrane protein
RBS	STM3528	3690836	3690841	11	
CDS	STM3528	3690841	3692400	11	periplasmic phosphate-binding protein
RBS	STM3529	3692400	3692405	11	
CDS	STM3529	3692494	3693603	11	forms dimers and octamers; involved in conversionof glycerol to dihydroxy-acetoneglycerol dehydrogenase
RBS	STM3530	3693605	3693610	11	pseudogene; frameshift; permease
RBS	STM3530	3695254	3695259	0	
gene	STM3531	3695271	3696986	0	
CDS	STM3531	3695271	3696986	0	dihydroxyacid dehydratase
RBS	STM3532	3697018	3697023	0	
CDS	STM3532	3697030	3697935	0	dihydrodipicolinate synthetase
gene	STM3533	3697979	3698734	11	
CDS	STM3533	3697979	3698734	11	transcriptional regulator
gene	STM3534	3698912	3701359	11	
CDS	STM3534	3698912	3701359	11	glycogen phosphorylase
RBS	STM3535	3701368	3701373	11	
CDS	STM3535	3701379	3702812	11	catalyzes the formation of alpha-1,4-glucan chainsfrom ADP-glucoseglycogen synthase
gene	STM3536	3702812	3704107	11	
CDS	STM3536	3702812	3704107	11	catalyzes the formation of ADP-glucose anddiphosphate from ATP and alpha-D-glucose 1-phosphateglucose-1-phosphate adenylyltransferase
RBS	STM3536	3702818	3702823	11	
RBS	STM3537	3704114	3704119	11	
CDS	STM3537	3704122	3706098	11	catalyzes the hydrolysis of thealpha-1,6-glucosidic linkages in partially depolymerizedglycogen debranching protein
-10_signal	STM3537	3704242	3704250	11	
-35_signal	STM3537	3704258	3704266	11	
gene	STM3538	3706095	3708281	11	
CDS	STM3538	3706095	3708281	11	catalyzes the transfer of a segment of a1,4-alpha-D-glucan chain to a primary hydroxy group in a1,4-alpha-glucan branching protein GlgB
RBS	STM3538	3706101	3706106	11	
RBS	STM3539	3708290	3708295	11	
CDS	STM3539	3708628	3709734	11	catalyzes the formation of 4-aspartyl phosphatefrom aspartate 4-semialdehydeaspartate-semialdehyde dehydrogenase
RBS		3709744	3709749	11	
gene	STM3541	3710158	3711498	11	
CDS	STM3541	3710158	3711498	11	low affinity gluconate transporter
gene	STM3542	3711495	3712028	11	
CDS	STM3542	3711495	3712028	11	thermoresistant; catalyzes the formation of6-phospho-D-gluconate from gluconategluconate kinase
RBS	STM3542	3711506	3711511	11	
RBS	STM3543	3712036	3712041	11	
CDS	STM3543	3712167	3713162	11	gluconate operon transcriptional repressor
-10_signal	STM3543	3712171	3712179	11	
-35_signal	STM3543	3712190	3712198	11	
RBS	STM3544	3713164	3713169	11	
CDS	STM3544	3713292	3713987	11	cytoplasmic protein
RBS	STM3545	3713997	3714002	11	
CDS	STM3545	3714111	3715148	11	oxidoreductase
RBS		3715155	3715160	11	
gene	STM3546	3715617	3716105	0	
CDS	STM3546	3715617	3716105	0	YhhY; regulated by the fur regulator; unknownfunctionacetyltransferase
RBS	STM3547	3716364	3716369	0	
CDS	STM3547	3716637	3717584	0	regulator of sugar metabolismtranscriptional regulator
RBS	STM3548	3717593	3717598	0	
CDS	STM3548	3717600	3718361	0	cytoplasmic protein
RBS	STM3549	3718409	3718414	0	
CDS	STM3549	3718415	3719386	0	inner membrane protein
RBS	STM3549	3719372	3719377	0	
gene	STM3550	3719383	3720417	0	
CDS	STM3550	3719383	3720417	0	phosphotriesterase
gene	STM3551	3720462	3722204	11	
CDS	STM3551	3720462	3722204	11	periplasmic enzyme; post-translationally processedinto two subunits which are required for wild-type enzymegamma-glutamyltranspeptidase
RBS		3722215	3722220	11	
gene	STM3552	3722330	3722746	0	
CDS	STM3552	3722330	3722746	0	outer membrane protein
gene	STM3553	3722759	3723499	11	
CDS	STM3553	3722759	3723499	11	hydrolyzes diesters during transport at the innerface of the cytoplasmic membrane to glycerol-3-phosphateglycerophosphodiester phosphodiesterase
gene	STM3554	3723496	3724566	11	
CDS	STM3554	3723496	3724566	11	part of the UgpABCE glycerol-3-phosphate uptakesystemglycerol-3-phosphate ABC transporter ATP-bindingprotein UgpC
RBS	STM3554	3723507	3723512	11	
gene	STM3555	3724568	3725413	11	
CDS	STM3555	3724568	3725413	11	with UgpABC is involved in uptake ofglycerol-3-phosphateglycerol-3-phosphate ABC transporter permeaseUdpE
RBS	STM3555	3724571	3724576	11	
gene	STM3556	3725410	3726297	11	
CDS	STM3556	3725410	3726297	11	with UgpEC is involved in the uptake ofglycerol-3-phosphateglycerol-3-phosphate ABC transporter permeaseUdpA
RBS	STM3556	3725422	3725427	11	
RBS	STM3557	3726308	3726313	11	
CDS	STM3557	3726361	3727677	11	with UgpACE is involved in the uptake ofglycerol-3-phosphateglycerol-3-phosphate ABC transportersubstrate-binding protein UdpB
RBS	STM3558	3727682	3727687	11	
CDS	STM3558	3727936	3728304	11	death-on-curing protein
gene	STM3559	3728301	3728528	11	
CDS	STM3559	3728301	3728528	11	antitoxin YefM
RBS	STM3559	3728305	3728310	11	
RBS	STM3560	3728531	3728536	11	
CDS	STM3560	3728654	3729367	11	with LivGHMJ and LivGHMK is part of thehigh-affinity branched-chain amino acid transport system;high-affinity branched-chain amino acid ABCtransporter ATP-binding protein LivF
gene	STM3561	3729369	3730136	11	
CDS	STM3561	3729369	3730136	11	Part of the ABC transporter complexes LivFGHMJ andLivFGHMK involved in the high-affinity transport ofhigh-affinity branched-chain amino acid ABCtransporter ATP-binding protein LivG
RBS	STM3561	3729372	3729377	11	
gene	STM3562	3730133	3731410	11	
CDS	STM3562	3730133	3731410	11	Part of the ABC transporter complex LivFGHMJ andLivFGHMK involved in the high-affinity transport ofhigh-affinity branched-chain amino acid ABCtransporter permease LivM
RBS	STM3562	3730144	3730149	11	
gene	STM3563	3731407	3732333	11	
CDS	STM3563	3731407	3732333	11	LivHMGF is the membrane component of the LIV-I/LSbranched-chain amino acid transporterhigh-affinity branched-chain amino acid ABCtransporter permease LivH
RBS	STM3563	3731422	3731427	11	
RBS	STM3564	3732339	3732344	11	
CDS	STM3564	3732393	3733502	11	leucine-specific binding protein precursor; LS-BP(SW:LIVK_SALTY); ABC superfamily binding proteinhigh-affinity branched-chain amino acid ABCtransporter leucine-binding protein LivL
RBS		3733504	3733509	11	
-35_signal	STM3565	3733550	3733558	11	
CDS	STM3565	3733924	3734307	0	acetyltransferase
RBS	STM3565	3734280	3734285	0	
gene	STM3566	3734285	3734419	0	
CDS	STM3566	3734285	3734419	0	cytoplasmic protein
gene	STM3567	3734502	3735599	11	
CDS	STM3567	3734502	3735599	11	leu/ile/val/thr-binding protein precursor; LIVT-BP(SW:LIVJ_SALTY); ABC superfamily binding proteinhigh-affinity branched-chain amino acidtransporter substrate-binding protein LivJ
RBS		3735604	3735609	11	
-35_signal		3735695	3735703	11	
gene	STM3568	3735927	3736781	11	
CDS	STM3568	3735927	3736781	11	binds with the catalytic core of RNA polymerase toproduce the holoenzyme; this sigma factor is responsibleRNA polymerase sigma factor RpoH
RBS		3736786	3736791	11	
protein_bind		3736884	3736894	11	
protein_bind		3736898	3736918	11	
protein_bind		3736978	3736998	11	
gene	STM3569	3737027	3738082	11	
CDS	STM3569	3737027	3738082	11	ABC transporter, membrane proteincell division protein FtsX
protein_bind	STM3569	3737044	3737054	11	
protein_bind	STM3569	3737068	3737078	11	
gene	STM3570	3738075	3738743	11	
CDS	STM3570	3738075	3738743	11	ATP-binding protein of an ATP-binding cassettetransporter; when bound to FtsX, FtsEX localizes to thecell division ATPase FtsE
RBS	STM3570	3738092	3738097	11	
gene	STM3571	3738746	3740221	11	
CDS	STM3571	3738746	3740221	11	signal recognition protein receptor; functions inthe targeting and insertion of membrane proteinsaignal recognition particle receptor FtsY
RBS	STM3571	3738749	3738754	11	
RBS		3740233	3740238	11	
gene	STM3572	3740347	3740943	0	
CDS	STM3572	3740347	3740943	0	catalyzes the methylation of 16S rRNA at positionG96616S rRNA m(2)G966-methyltransferase
RBS	STM3572	3740921	3740926	0	
gene	STM3573	3740933	3741202	0	
CDS	STM3573	3740933	3741202	0	inner membrane protein
gene	STM3574	3741224	3741595	11	
CDS	STM3574	3741224	3741595	11	inner membrane protein
RBS		3741602	3741607	11	
gene	STM3575	3741737	3742363	0	
CDS	STM3575	3741737	3742363	0	inner membrane protein
RBS	STM3576	3742432	3742437	0	
CDS	STM3576	3742444	3744642	0	P-type ATPase involved in the export of lead,cadmium, zinc and mercuryzinc/cadmium/mercury/lead-transporting ATPase
RBS	STM3577	3744835	3744840	0	
CDS	STM3577	3744842	3746485	0	methyl-accepting chemotaxis citrate transducer(citrate chemoreceptorprotein) (SW:MCPC_SALTY)methyl-accepting transmembrane citrate/phenolchemoreceptor
gene	STM3578	3746509	3746754	11	
CDS	STM3578	3746509	3746754	11	TusA; transfers sulfur to TusBCD complex; involvedin thiouridation of U34 position of some tRNAstRNA 2-thiouridine synthesizing protein TusA
RBS		3746756	3746761	11	
gene	STM3579	3746924	3747589	0	
CDS	STM3579	3746924	3747589	0	integral membrane protein
